0:0.188,0.906,1.000,1.000,0.562,0.719,0.344,0.250,0.250,0.719,0.688,0.000,0.000,0.000,0.156,0.719,0.000,0.000,0.000,0.156,0.688,0.656,0.500,0.500,0.781
0:0.200,0.800,1.000,0.850,0.350,0.700,0.325,0.200,0.300,0.800,0.625,0.000,0.000,0.000,0.300,0.650,0.000,0.000,0.000,0.300,0.600,0.700,0.450,0.475,0.825
0:0.200,0.800,1.000,0.900,0.383,0.733,0.217,0.000,0.117,0.750,0.600,0.000,0.000,0.000,0.467,0.733,0.050,0.000,0.050,0.733,0.417,1.000,1.000,1.000,0.433
0:0.200,0.800,1.000,1.000,0.500,0.750,0.325,0.100,0.075,0.750,0.650,0.000,0.000,0.000,0.425,0.675,0.000,0.000,0.000,0.675,0.600,0.725,0.650,0.850,0.725
0:0.200,0.825,1.000,0.850,0.400,0.775,0.350,0.200,0.300,0.775,0.725,0.000,0.000,0.000,0.175,0.725,0.000,0.000,0.000,0.125,0.575,0.600,0.375,0.275,0.650
0:0.200,0.850,1.000,0.975,0.575,0.750,0.375,0.200,0.200,0.700,0.750,0.000,0.000,0.000,0.175,0.750,0.000,0.000,0.000,0.225,0.600,0.700,0.400,0.500,0.875
0:0.200,0.850,1.000,1.000,0.525,0.725,0.325,0.025,0.025,0.700,0.650,0.000,0.000,0.000,0.400,0.700,0.000,0.000,0.000,0.650,0.475,0.850,0.800,0.925,0.625
0:0.200,0.900,1.000,0.900,0.225,0.725,0.250,0.200,0.300,0.800,0.625,0.000,0.000,0.000,0.575,0.750,0.000,0.000,0.000,0.675,0.500,0.900,0.800,0.875,0.500
0:0.204,0.778,0.963,0.796,0.259,0.759,0.352,0.167,0.352,0.796,0.630,0.000,0.000,0.000,0.593,0.685,0.019,0.000,0.000,0.741,0.481,0.889,0.833,0.889,0.667
0:0.204,0.815,1.000,1.000,0.685,0.778,0.296,0.093,0.074,0.574,0.667,0.000,0.000,0.000,0.222,0.759,0.000,0.000,0.000,0.444,0.574,0.815,0.667,0.796,0.833
0:0.214,0.857,1.000,0.929,0.429,0.714,0.321,0.071,0.250,0.786,0.679,0.000,0.000,0.000,0.321,0.714,0.000,0.000,0.000,0.393,0.643,0.643,0.500,0.536,0.821
0:0.222,0.833,1.000,0.944,0.556,0.796,0.296,0.167,0.185,0.704,0.704,0.000,0.000,0.000,0.333,0.815,0.111,0.000,0.056,0.648,0.352,0.963,1.000,1.000,0.648
0:0.222,0.852,1.000,0.944,0.426,0.685,0.259,0.167,0.204,0.778,0.593,0.000,0.000,0.000,0.444,0.704,0.019,0.000,0.019,0.648,0.444,0.963,0.833,0.944,0.500
0:0.225,0.800,1.000,0.875,0.275,0.725,0.250,0.000,0.150,0.700,0.525,0.000,0.000,0.000,0.625,0.650,0.000,0.000,0.050,0.700,0.525,0.850,0.800,0.950,0.425
0:0.225,0.900,1.000,0.925,0.475,0.750,0.225,0.000,0.175,0.775,0.650,0.000,0.000,0.000,0.400,0.800,0.025,0.000,0.000,0.650,0.475,0.925,0.800,0.850,0.675
0:0.241,0.796,1.000,0.833,0.315,0.704,0.204,0.000,0.130,0.722,0.648,0.000,0.000,0.000,0.444,0.704,0.111,0.000,0.056,0.685,0.241,0.889,1.000,0.944,0.407
0:0.241,0.852,1.000,0.852,0.259,0.722,0.222,0.111,0.204,0.741,0.574,0.000,0.000,0.000,0.556,0.722,0.111,0.000,0.093,0.722,0.296,0.870,1.000,0.907,0.315
0:0.243,0.814,0.986,0.886,0.457,0.800,0.271,0.143,0.200,0.729,0.614,0.000,0.000,0.000,0.314,0.743,0.014,0.000,0.000,0.471,0.457,0.914,0.771,0.871,0.800
0:0.244,0.800,1.000,0.778,0.267,0.711,0.244,0.133,0.244,0.778,0.667,0.000,0.000,0.000,0.556,0.756,0.133,0.000,0.089,0.733,0.333,0.956,1.000,0.956,0.333
0:0.244,0.844,1.000,0.933,0.578,0.756,0.222,0.000,0.111,0.622,0.667,0.000,0.000,0.000,0.333,0.778,0.133,0.000,0.022,0.622,0.356,0.956,1.000,1.000,0.600
0:0.250,0.817,0.983,0.767,0.183,0.783,0.283,0.167,0.333,0.733,0.600,0.000,0.000,0.000,0.583,0.700,0.000,0.000,0.000,0.633,0.533,0.800,0.667,0.717,0.700
0:0.250,0.850,1.000,0.833,0.250,0.717,0.217,0.167,0.233,0.733,0.600,0.000,0.000,0.000,0.600,0.717,0.017,0.000,0.017,0.700,0.500,0.917,0.833,0.917,0.467
0:0.250,0.850,1.000,0.900,0.400,0.733,0.250,0.167,0.200,0.733,0.650,0.000,0.000,0.000,0.233,0.650,0.000,0.000,0.000,0.300,0.417,0.783,0.533,0.567,0.850
0:0.250,0.856,1.000,0.952,0.490,0.712,0.096,0.000,0.029,0.635,0.615,0.000,0.000,0.000,0.385,0.769,0.183,0.029,0.144,0.692,0.288,0.827,1.000,0.846,0.346
0:0.257,0.886,1.000,1.000,0.714,0.800,0.200,0.000,0.000,0.457,0.600,0.000,0.000,0.000,0.143,0.800,0.029,0.000,0.000,0.457,0.400,0.971,0.857,1.000,0.771
0:0.258,0.909,1.000,0.909,0.273,0.697,0.136,0.000,0.182,0.727,0.606,0.000,0.000,0.000,0.621,0.667,0.000,0.000,0.000,0.652,0.530,0.848,0.667,0.803,0.561
0:0.259,0.926,1.000,0.944,0.537,0.722,0.204,0.000,0.185,0.685,0.667,0.000,0.000,0.000,0.148,0.741,0.019,0.000,0.000,0.278,0.481,0.870,0.667,0.667,0.852
0:0.260,0.920,1.000,0.920,0.260,0.700,0.140,0.000,0.180,0.700,0.540,0.000,0.000,0.000,0.580,0.620,0.000,0.000,0.000,0.600,0.680,0.740,0.600,0.760,0.520
0:0.275,0.825,1.000,0.875,0.450,0.825,0.275,0.200,0.225,0.725,0.625,0.000,0.000,0.000,0.275,0.700,0.000,0.000,0.000,0.275,0.600,0.750,0.600,0.625,0.900
0:0.275,0.925,1.000,0.800,0.325,0.700,0.075,0.025,0.275,0.800,0.650,0.000,0.000,0.000,0.300,0.775,0.125,0.000,0.000,0.350,0.325,0.950,0.825,0.800,0.850
0:0.278,0.870,1.000,0.852,0.315,0.741,0.167,0.000,0.148,0.741,0.667,0.000,0.000,0.000,0.463,0.704,0.148,0.000,0.056,0.722,0.241,0.852,1.000,0.926,0.407
0:0.283,0.867,0.983,0.750,0.150,0.767,0.217,0.167,0.317,0.717,0.600,0.000,0.000,0.000,0.617,0.700,0.000,0.000,0.000,0.683,0.517,0.850,0.667,0.767,0.600
0:0.286,0.870,0.987,0.779,0.195,0.714,0.143,0.039,0.247,0.740,0.558,0.000,0.000,0.000,0.597,0.688,0.000,0.000,0.000,0.649,0.506,0.857,0.714,0.779,0.532
0:0.286,0.886,1.000,0.971,0.600,0.800,0.143,0.000,0.000,0.543,0.714,0.000,0.000,0.000,0.057,0.686,0.057,0.000,0.000,0.171,0.257,0.857,0.800,0.800,0.914
0:0.289,0.889,1.000,0.756,0.133,0.778,0.333,0.200,0.444,0.711,0.667,0.000,0.000,0.000,0.667,0.689,0.000,0.000,0.000,0.711,0.556,0.800,0.600,0.689,0.733
0:0.300,0.940,1.000,0.920,0.220,0.740,0.260,0.200,0.300,0.720,0.620,0.000,0.000,0.000,0.600,0.660,0.000,0.000,0.000,0.600,0.660,0.560,0.400,0.480,0.720
0:0.315,0.889,1.000,0.833,0.333,0.759,0.130,0.000,0.185,0.759,0.667,0.000,0.000,0.000,0.407,0.722,0.259,0.037,0.074,0.667,0.185,0.759,0.981,0.926,0.481
0:0.315,0.926,1.000,0.944,0.481,0.722,0.111,0.000,0.074,0.648,0.648,0.000,0.000,0.000,0.241,0.685,0.074,0.000,0.000,0.444,0.241,0.889,0.833,0.870,0.741
0:0.325,0.950,1.000,0.925,0.375,0.700,0.150,0.000,0.150,0.775,0.725,0.000,0.000,0.000,0.450,0.700,0.025,0.000,0.000,0.575,0.425,0.900,0.650,0.725,0.750
0:0.325,0.950,1.000,0.925,0.375,0.725,0.125,0.000,0.150,0.775,0.625,0.000,0.000,0.000,0.500,0.750,0.000,0.000,0.000,0.575,0.475,0.875,0.800,0.825,0.675
0:0.333,0.907,1.000,0.889,0.426,0.778,0.130,0.000,0.111,0.667,0.630,0.000,0.000,0.000,0.222,0.704,0.148,0.000,0.000,0.444,0.185,0.796,1.000,0.981,0.667
0:0.333,0.950,1.000,0.933,0.350,0.783,0.217,0.167,0.267,0.800,0.617,0.000,0.000,0.000,0.500,0.700,0.000,0.000,0.000,0.500,0.667,0.717,0.500,0.533,0.817
0:0.350,0.917,1.000,0.800,0.217,0.767,0.200,0.167,0.267,0.750,0.617,0.000,0.000,0.000,0.617,0.683,0.233,0.017,0.083,0.733,0.267,0.900,0.950,0.983,0.517
0:0.351,0.922,1.000,0.870,0.338,0.779,0.208,0.143,0.234,0.805,0.649,0.000,0.000,0.000,0.403,0.727,0.104,0.000,0.000,0.623,0.273,0.935,1.000,1.000,0.675
0:0.356,0.956,1.000,0.911,0.244,0.756,0.178,0.000,0.244,0.778,0.578,0.000,0.000,0.000,0.578,0.644,0.000,0.000,0.000,0.622,0.444,0.800,0.600,0.711,0.644
0:0.475,0.875,0.800,0.850,0.250,0.625,0.000,0.000,0.050,0.625,0.500,0.000,0.000,0.000,0.525,0.600,0.050,0.000,0.000,0.625,0.200,0.800,0.825,0.875,0.375
1:0.208,0.438,0.000,0.000,0.000,0.417,0.292,0.000,0.000,0.000,0.604,0.083,0.000,0.000,0.000,0.750,0.250,0.125,0.000,0.000,0.979,1.000,1.000,1.000,1.000
1:0.250,0.333,0.000,0.000,0.000,0.500,0.208,0.000,0.000,0.000,0.667,0.042,0.000,0.000,0.000,0.917,0.667,0.667,0.458,0.333,1.000,1.000,1.000,1.000,1.000
1:0.250,0.375,0.000,0.000,0.000,0.417,0.292,0.000,0.000,0.000,0.583,0.125,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.958,1.000,0.875,0.667,0.667
1:0.278,0.278,0.000,0.000,0.000,0.500,0.167,0.000,0.000,0.000,0.611,0.000,0.000,0.000,0.000,0.833,0.667,0.667,0.667,0.667,0.778,0.667,0.667,0.667,0.667
1:0.278,0.417,0.000,0.000,0.000,0.472,0.222,0.000,0.000,0.000,0.667,0.028,0.000,0.000,0.000,0.778,0.500,0.500,0.500,0.389,1.000,1.000,1.000,1.000,1.000
1:0.286,0.329,0.000,0.000,0.000,0.486,0.157,0.000,0.000,0.000,0.629,0.014,0.000,0.000,0.000,0.771,0.400,0.400,0.400,0.357,1.000,1.000,1.000,1.000,0.971
1:0.291,0.291,0.000,0.000,0.000,0.509,0.127,0.000,0.000,0.000,0.636,0.000,0.000,0.000,0.000,0.873,0.800,0.709,0.600,0.545,0.564,0.691,0.855,1.000,0.982
1:0.292,0.333,0.000,0.000,0.000,0.500,0.167,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.833,0.333,0.333,0.333,0.333,1.000,1.000,1.000,1.000,1.000
1:0.292,0.375,0.000,0.000,0.000,0.458,0.250,0.000,0.000,0.000,0.583,0.083,0.000,0.000,0.000,0.708,0.000,0.000,0.000,0.000,0.833,0.667,0.667,0.667,0.667
1:0.292,0.375,0.000,0.000,0.000,0.458,0.292,0.000,0.000,0.000,0.667,0.083,0.000,0.000,0.000,0.708,0.000,0.000,0.000,0.000,0.917,0.667,0.667,0.958,1.000
1:0.325,0.425,0.000,0.000,0.000,0.525,0.275,0.000,0.000,0.000,0.700,0.100,0.000,0.000,0.000,0.875,0.500,0.500,0.500,0.500,1.000,1.000,1.000,1.000,1.000
1:0.350,0.425,0.000,0.000,0.000,0.550,0.275,0.000,0.000,0.000,0.750,0.100,0.000,0.000,0.000,0.925,0.500,0.500,0.500,0.500,1.000,1.000,1.000,1.000,1.000
1:0.381,0.190,0.000,0.000,0.000,0.571,0.095,0.000,0.000,0.000,0.619,0.000,0.000,0.000,0.000,0.714,0.333,0.333,0.333,0.476,1.000,1.000,1.000,1.000,1.000
1:0.381,0.238,0.000,0.000,0.000,0.524,0.238,0.000,0.000,0.000,0.667,0.095,0.000,0.000,0.000,0.762,0.000,0.000,0.000,0.000,0.905,1.000,1.000,0.762,0.667
1:0.407,0.185,0.000,0.000,0.000,0.519,0.111,0.000,0.000,0.000,0.630,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.815,0.667,0.667,0.667,0.667
1:0.417,0.083,0.000,0.000,0.000,0.625,0.083,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.500,0.708,0.875,1.000,1.000,1.000,1.000
1:0.417,0.167,0.000,0.000,0.000,0.583,0.083,0.000,0.000,0.000,0.708,0.000,0.000,0.000,0.000,0.792,0.333,0.208,0.000,0.000,1.000,1.000,1.000,1.000,1.000
1:0.417,0.250,0.000,0.000,0.000,0.583,0.083,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.917
1:0.444,0.194,0.000,0.000,0.000,0.611,0.056,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.917,0.750,0.750,0.750,0.722,0.722,0.750,0.750,0.889,1.000
1:0.444,0.222,0.000,0.000,0.000,0.611,0.083,0.000,0.000,0.000,0.722,0.000,0.000,0.000,0.000,0.917,0.750,0.750,0.750,0.667,1.000,1.000,1.000,1.000,1.000
1:0.458,0.083,0.000,0.000,0.000,0.583,0.083,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,1.000,1.000,0.667,0.667,0.667
1:0.458,0.167,0.000,0.000,0.000,0.625,0.042,0.000,0.000,0.000,0.708,0.000,0.000,0.000,0.000,0.708,0.000,0.000,0.000,0.000,1.000,0.917,0.667,0.667,0.667
1:0.458,0.208,0.000,0.000,0.000,0.583,0.167,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.792,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000
1:0.469,0.219,0.000,0.000,0.000,0.656,0.094,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.938,0.750,0.750,0.750,0.500,0.750,0.750,0.750,0.750,0.906
1:0.475,0.150,0.000,0.000,0.000,0.625,0.050,0.000,0.000,0.000,0.675,0.000,0.000,0.000,0.000,0.850,0.500,0.500,0.375,0.225,0.975,1.000,1.000,1.000,0.975
1:0.477,0.114,0.000,0.000,0.000,0.591,0.045,0.000,0.000,0.000,0.659,0.000,0.000,0.000,0.000,0.636,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.864,0.727
1:0.524,0.143,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.857,0.667,0.667,0.667,0.667,1.000,1.000,1.000,1.000,1.000
1:0.542,0.750,0.875,0.042,0.000,0.708,0.333,0.250,0.000,0.000,0.708,0.000,0.000,0.000,0.000,0.792,0.333,0.333,0.333,0.250,1.000,1.000,1.000,1.000,0.958
2:0.200,0.000,0.000,0.625,0.850,0.625,0.000,0.225,0.600,0.650,0.600,0.000,0.450,0.175,0.600,0.650,0.025,0.675,0.000,0.500,0.375,0.875,0.600,0.000,0.400
2:0.289,0.000,0.000,0.244,0.911,0.867,0.000,0.022,0.822,0.778,0.889,0.000,0.333,0.400,0.444,0.933,0.067,0.733,0.067,0.489,0.844,1.000,0.622,0.000,0.556
2:0.296,0.000,0.000,0.444,0.852,0.741,0.000,0.204,1.000,0.944,0.778,0.000,0.593,0.630,0.444,0.852,0.593,0.981,0.167,0.444,0.648,1.000,0.648,0.000,0.407
2:0.315,0.000,0.000,0.315,0.926,0.667,0.000,0.037,0.796,0.481,0.667,0.000,0.333,0.407,0.241,0.778,0.019,0.704,0.093,0.222,0.593,1.000,0.611,0.000,0.222
2:0.321,0.000,0.000,0.250,0.929,0.714,0.000,0.000,0.821,0.571,0.714,0.000,0.179,0.607,0.143,0.714,0.000,0.500,0.286,0.143,0.750,0.321,0.857,0.036,0.143
2:0.333,0.000,0.000,0.422,0.933,0.556,0.000,0.111,0.756,0.733,0.556,0.000,0.467,0.267,0.556,0.622,0.000,0.711,0.022,0.556,0.778,0.667,0.556,0.000,0.556
2:0.350,0.000,0.000,0.300,0.975,0.550,0.000,0.025,0.775,0.225,0.750,0.000,0.300,0.400,0.125,0.675,0.050,0.725,0.100,0.125,0.400,1.000,0.575,0.000,0.125
2:0.406,0.000,0.000,0.438,1.000,0.625,0.000,0.094,0.781,0.688,0.625,0.000,0.469,0.250,0.531,0.625,0.000,0.688,0.000,0.625,0.875,0.656,0.531,0.000,0.625
2:0.422,0.000,0.000,0.489,0.978,0.644,0.000,0.156,0.756,0.800,0.667,0.000,0.511,0.178,0.667,0.667,0.022,0.711,0.000,0.667,0.756,0.889,0.444,0.000,0.556
2:0.433,0.000,0.000,0.500,0.917,0.567,0.000,0.150,0.683,0.583,0.583,0.000,0.433,0.250,0.467,0.583,0.283,0.750,0.017,0.400,0.100,0.800,0.367,0.000,0.400
2:0.450,0.000,0.000,0.475,0.975,0.625,0.000,0.125,0.775,0.600,0.625,0.000,0.475,0.250,0.500,0.700,0.000,0.725,0.000,0.475,0.600,0.950,0.550,0.000,0.375
2:0.455,0.000,0.000,0.485,0.970,0.636,0.000,0.091,0.758,0.636,0.561,0.000,0.364,0.288,0.455,0.621,0.000,0.636,0.061,0.455,0.561,0.742,0.652,0.000,0.455
2:0.467,0.000,0.000,0.444,1.000,0.667,0.000,0.111,0.844,0.667,0.667,0.000,0.444,0.378,0.444,0.689,0.000,0.778,0.044,0.444,0.733,0.844,0.667,0.000,0.444
2:0.469,0.000,0.000,0.375,0.938,0.625,0.000,0.062,0.844,0.750,0.625,0.000,0.344,0.375,0.500,0.656,0.000,0.625,0.062,0.500,0.812,0.531,0.688,0.000,0.500
2:0.469,0.000,0.000,0.469,1.000,0.625,0.000,0.125,0.844,0.719,0.625,0.000,0.500,0.312,0.500,0.781,0.031,0.812,0.031,0.500,0.688,1.000,0.562,0.000,0.500
2:0.500,0.000,0.000,0.393,0.964,0.714,0.000,0.000,0.821,0.536,0.643,0.000,0.214,0.500,0.250,0.714,0.000,0.536,0.214,0.143,0.571,0.821,0.821,0.000,0.143
2:0.531,0.000,0.000,0.531,1.000,0.500,0.000,0.094,0.781,0.625,0.625,0.000,0.375,0.312,0.500,0.625,0.000,0.688,0.031,0.500,0.719,0.656,0.688,0.000,0.500
2:0.536,0.000,0.000,0.357,0.964,0.679,0.000,0.036,0.821,0.607,0.714,0.000,0.250,0.536,0.286,0.714,0.000,0.571,0.214,0.179,0.679,0.786,0.857,0.000,0.143
2:0.556,0.000,0.000,0.511,1.000,0.667,0.000,0.133,0.711,0.556,0.667,0.000,0.489,0.222,0.444,0.756,0.400,0.756,0.000,0.444,0.333,0.800,0.267,0.000,0.444
2:0.560,0.000,0.000,0.300,0.960,0.700,0.000,0.000,0.800,0.520,0.620,0.000,0.180,0.520,0.200,0.660,0.000,0.480,0.220,0.200,0.660,0.620,0.800,0.020,0.200
2:0.567,0.000,0.000,0.483,1.000,0.600,0.000,0.100,0.750,0.500,0.667,0.000,0.400,0.300,0.400,0.667,0.200,0.750,0.033,0.400,0.317,1.000,0.517,0.000,0.300
2:0.600,0.000,0.000,0.171,0.743,0.714,0.000,0.029,0.800,0.486,0.714,0.000,0.343,0.457,0.143,0.829,0.457,0.829,0.057,0.257,0.229,0.600,0.229,0.000,0.257
2:0.600,0.000,0.000,0.300,0.800,0.625,0.000,0.025,0.825,0.650,0.625,0.000,0.350,0.400,0.375,0.750,0.000,0.750,0.050,0.375,0.600,1.000,0.525,0.000,0.375
2:0.600,0.000,0.000,0.500,1.000,0.700,0.000,0.060,0.800,0.640,0.640,0.000,0.360,0.340,0.400,0.720,0.000,0.720,0.040,0.400,0.720,0.860,0.600,0.000,0.400
2:0.600,0.000,0.000,0.533,1.000,0.667,0.000,0.133,0.733,0.533,0.650,0.000,0.450,0.283,0.400,0.683,0.367,0.783,0.017,0.400,0.217,0.800,0.383,0.000,0.383
2:0.610,0.000,0.000,0.351,0.831,0.636,0.000,0.091,0.792,0.636,0.662,0.000,0.442,0.312,0.364,0.753,0.351,0.792,0.026,0.364,0.286,0.805,0.312,0.000,0.364
2:0.610,0.000,0.000,0.442,0.974,0.636,0.000,0.052,0.753,0.429,0.610,0.000,0.338,0.351,0.273,0.636,0.351,0.779,0.052,0.273,0.143,0.675,0.351,0.000,0.221
2:0.625,0.000,0.000,0.200,0.600,0.650,0.000,0.075,0.775,0.625,0.675,0.000,0.550,0.225,0.450,0.725,0.800,0.625,0.000,0.500,0.050,0.275,0.025,0.000,0.500
2:0.683,0.000,0.000,0.533,1.000,0.700,0.000,0.167,0.717,0.583,0.700,0.000,0.517,0.233,0.500,0.767,0.183,0.783,0.000,0.500,0.533,1.000,0.367,0.000,0.500
2:0.683,0.000,0.000,0.583,1.000,0.600,0.000,0.150,0.700,0.583,0.633,0.000,0.483,0.250,0.500,0.683,0.350,0.750,0.000,0.500,0.250,0.817,0.367,0.000,0.467
2:0.714,0.000,0.000,0.714,1.000,0.714,0.000,0.143,0.762,0.619,0.714,0.000,0.429,0.286,0.571,0.714,0.000,0.667,0.048,0.571,0.810,0.667,0.714,0.000,0.571
3:0.383,0.000,0.000,0.000,0.600,0.633,0.000,0.533,0.000,0.600,0.600,0.000,0.600,0.000,0.617,0.633,0.167,0.683,0.000,0.683,0.867,0.883,0.833,0.867,0.500
3:0.489,0.000,0.000,0.000,0.333,0.622,0.000,0.622,0.000,0.289,0.644,0.000,0.622,0.000,0.222,0.622,0.333,0.911,0.378,0.622,0.200,0.800,0.289,0.867,0.667
3:0.500,0.000,0.000,0.000,0.225,0.500,0.000,0.475,0.000,0.375,0.550,0.000,0.525,0.000,0.375,0.600,0.225,0.875,0.050,0.525,0.225,0.750,0.325,0.925,0.700
3:0.519,0.000,0.019,0.000,0.537,0.574,0.000,0.648,0.000,0.556,0.667,0.000,0.704,0.000,0.556,0.667,0.463,0.981,0.259,0.815,0.278,0.796,0.407,0.944,0.556
3:0.536,0.000,0.000,0.000,0.071,0.571,0.000,0.643,0.000,0.000,0.643,0.000,0.714,0.000,0.000,0.750,0.286,0.893,0.214,0.286,0.429,0.750,0.286,0.929,0.893
3:0.556,0.000,0.000,0.000,0.333,0.611,0.000,0.500,0.000,0.500,0.667,0.000,0.667,0.000,0.500,0.611,0.000,0.778,0.000,0.611,0.778,0.778,0.889,0.389,0.833
3:0.567,0.000,0.000,0.000,0.350,0.700,0.000,0.567,0.000,0.400,0.700,0.000,0.617,0.000,0.317,0.717,0.050,0.867,0.017,0.467,0.700,0.917,0.817,0.733,0.883
3:0.571,0.000,0.000,0.000,0.286,0.714,0.000,0.679,0.000,0.286,0.714,0.000,0.571,0.000,0.286,0.750,0.036,0.893,0.071,0.357,0.643,1.000,0.857,0.857,0.929
3:0.575,0.000,0.000,0.000,0.225,0.750,0.000,0.675,0.000,0.250,0.750,0.000,0.750,0.000,0.250,0.825,0.125,0.950,0.075,0.450,0.600,1.000,0.625,0.925,0.925
3:0.580,0.000,0.020,0.000,0.580,0.600,0.000,0.580,0.000,0.600,0.600,0.000,0.620,0.000,0.600,0.640,0.120,0.720,0.000,0.660,0.840,0.880,0.860,0.620,0.660
3:0.583,0.000,0.000,0.000,0.400,0.700,0.000,0.617,0.000,0.600,0.683,0.000,0.600,0.000,0.617,0.733,0.283,0.833,0.000,0.683,0.483,0.900,0.633,0.917,0.550
3:0.600,0.000,0.000,0.000,0.133,0.778,0.000,0.556,0.000,0.222,0.711,0.000,0.667,0.000,0.222,0.733,0.000,0.756,0.044,0.244,0.689,0.778,0.911,0.622,0.711
3:0.600,0.000,0.000,0.000,0.333,0.622,0.000,0.622,0.000,0.333,0.667,0.000,0.667,0.000,0.333,0.644,0.022,0.867,0.022,0.400,0.511,0.956,0.711,0.844,0.867
3:0.622,0.000,0.000,0.000,0.400,0.644,0.000,0.489,0.000,0.578,0.667,0.000,0.667,0.000,0.556,0.667,0.022,0.733,0.000,0.622,0.622,0.844,0.867,0.467,0.756
3:0.625,0.000,0.000,0.000,0.125,0.625,0.000,0.600,0.000,0.125,0.700,0.000,0.625,0.000,0.150,0.725,0.100,0.925,0.075,0.325,0.550,1.000,0.600,0.875,0.900
3:0.625,0.000,0.000,0.000,0.400,0.700,0.000,0.600,0.000,0.500,0.750,0.000,0.625,0.000,0.500,0.725,0.300,0.900,0.025,0.700,0.450,0.875,0.525,1.000,0.625
3:0.625,0.000,0.100,0.000,0.125,0.675,0.000,0.750,0.000,0.125,0.750,0.000,0.750,0.000,0.200,0.800,0.325,0.975,0.275,0.550,0.525,0.900,0.450,1.000,0.825
3:0.633,0.000,0.000,0.000,0.417,0.700,0.000,0.600,0.000,0.500,0.650,0.000,0.633,0.000,0.550,0.750,0.433,0.933,0.133,0.717,0.333,0.700,0.383,0.983,0.467
3:0.633,0.000,0.033,0.000,0.283,0.650,0.000,0.583,0.000,0.283,0.700,0.000,0.600,0.000,0.217,0.717,0.017,0.883,0.067,0.367,0.633,0.917,0.817,0.800,0.900
3:0.639,0.000,0.000,0.000,0.167,0.583,0.000,0.611,0.000,0.250,0.667,0.000,0.639,0.000,0.333,0.694,0.000,0.722,0.000,0.389,0.806,0.667,0.944,0.361,0.778
3:0.644,0.000,0.000,0.000,0.178,0.667,0.000,0.622,0.000,0.222,0.667,0.000,0.667,0.000,0.244,0.756,0.067,0.867,0.000,0.400,0.778,0.911,0.822,0.689,0.889
