1:0.350,0.425,0.000,0.000,0.000,0.550,0.275,0.000,0.000,0.000,0.750,0.100,0.000,0.000,0.000,0.925,0.500,0.500,0.500,0.500,1.000,1.000,1.000,1.000,1.000
1:0.381,0.190,0.000,0.000,0.000,0.571,0.095,0.000,0.000,0.000,0.619,0.000,0.000,0.000,0.000,0.714,0.333,0.333,0.333,0.476,1.000,1.000,1.000,1.000,1.000
1:0.407,0.185,0.000,0.000,0.000,0.519,0.111,0.000,0.000,0.000,0.630,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.815,0.667,0.667,0.667,0.667
1:0.417,0.250,0.000,0.000,0.000,0.583,0.083,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.917
1:0.444,0.194,0.000,0.000,0.000,0.611,0.056,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.917,0.750,0.750,0.750,0.722,0.722,0.750,0.750,0.889,1.000
1:0.458,0.083,0.000,0.000,0.000,0.583,0.083,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,1.000,1.000,0.667,0.667,0.667
1:0.458,0.208,0.000,0.000,0.000,0.583,0.167,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.792,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000
1:0.475,0.150,0.000,0.000,0.000,0.625,0.050,0.000,0.000,0.000,0.675,0.000,0.000,0.000,0.000,0.850,0.500,0.500,0.375,0.225,0.975,1.000,1.000,1.000,0.975
1:0.477,0.114,0.000,0.000,0.000,0.591,0.045,0.000,0.000,0.000,0.659,0.000,0.000,0.000,0.000,0.636,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.864,0.727
1:0.524,0.143,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.857,0.667,0.667,0.667,0.667,1.000,1.000,1.000,1.000,1.000
2:0.289,0.000,0.000,0.244,0.911,0.867,0.000,0.022,0.822,0.778,0.889,0.000,0.333,0.400,0.444,0.933,0.067,0.733,0.067,0.489,0.844,1.000,0.622,0.000,0.556
2:0.296,0.000,0.000,0.444,0.852,0.741,0.000,0.204,1.000,0.944,0.778,0.000,0.593,0.630,0.444,0.852,0.593,0.981,0.167,0.444,0.648,1.000,0.648,0.000,0.407
2:0.333,0.000,0.000,0.422,0.933,0.556,0.000,0.111,0.756,0.733,0.556,0.000,0.467,0.267,0.556,0.622,0.000,0.711,0.022,0.556,0.778,0.667,0.556,0.000,0.556
2:0.350,0.000,0.000,0.300,0.975,0.550,0.000,0.025,0.775,0.225,0.750,0.000,0.300,0.400,0.125,0.675,0.050,0.725,0.100,0.125,0.400,1.000,0.575,0.000,0.125
2:0.406,0.000,0.000,0.438,1.000,0.625,0.000,0.094,0.781,0.688,0.625,0.000,0.469,0.250,0.531,0.625,0.000,0.688,0.000,0.625,0.875,0.656,0.531,0.000,0.625
2:0.433,0.000,0.000,0.500,0.917,0.567,0.000,0.150,0.683,0.583,0.583,0.000,0.433,0.250,0.467,0.583,0.283,0.750,0.017,0.400,0.100,0.800,0.367,0.000,0.400
2:0.450,0.000,0.000,0.475,0.975,0.625,0.000,0.125,0.775,0.600,0.625,0.000,0.475,0.250,0.500,0.700,0.000,0.725,0.000,0.475,0.600,0.950,0.550,0.000,0.375
2:0.467,0.000,0.000,0.444,1.000,0.667,0.000,0.111,0.844,0.667,0.667,0.000,0.444,0.378,0.444,0.689,0.000,0.778,0.044,0.444,0.733,0.844,0.667,0.000,0.444
2:0.469,0.000,0.000,0.375,0.938,0.625,0.000,0.062,0.844,0.750,0.625,0.000,0.344,0.375,0.500,0.656,0.000,0.625,0.062,0.500,0.812,0.531,0.688,0.000,0.500
2:0.500,0.000,0.000,0.393,0.964,0.714,0.000,0.000,0.821,0.536,0.643,0.000,0.214,0.500,0.250,0.714,0.000,0.536,0.214,0.143,0.571,0.821,0.821,0.000,0.143
2:0.531,0.000,0.000,0.531,1.000,0.500,0.000,0.094,0.781,0.625,0.625,0.000,0.375,0.312,0.500,0.625,0.000,0.688,0.031,0.500,0.719,0.656,0.688,0.000,0.500
2:0.560,0.000,0.000,0.300,0.960,0.700,0.000,0.000,0.800,0.520,0.620,0.000,0.180,0.520,0.200,0.660,0.000,0.480,0.220,0.200,0.660,0.620,0.800,0.020,0.200
2:0.567,0.000,0.000,0.483,1.000,0.600,0.000,0.100,0.750,0.500,0.667,0.000,0.400,0.300,0.400,0.667,0.200,0.750,0.033,0.400,0.317,1.000,0.517,0.000,0.300
2:0.600,0.000,0.000,0.171,0.743,0.714,0.000,0.029,0.800,0.486,0.714,0.000,0.343,0.457,0.143,0.829,0.457,0.829,0.057,0.257,0.229,0.600,0.229,0.000,0.257
2:0.600,0.000,0.000,0.300,0.800,0.625,0.000,0.025,0.825,0.650,0.625,0.000,0.350,0.400,0.375,0.750,0.000,0.750,0.050,0.375,0.600,1.000,0.525,0.000,0.375
2:0.600,0.000,0.000,0.500,1.000,0.700,0.000,0.060,0.800,0.640,0.640,0.000,0.360,0.340,0.400,0.720,0.000,0.720,0.040,0.400,0.720,0.860,0.600,0.000,0.400
2:0.610,0.000,0.000,0.442,0.974,0.636,0.000,0.052,0.753,0.429,0.610,0.000,0.338,0.351,0.273,0.636,0.351,0.779,0.052,0.273,0.143,0.675,0.351,0.000,0.221
2:0.683,0.000,0.000,0.583,1.000,0.600,0.000,0.150,0.700,0.583,0.633,0.000,0.483,0.250,0.500,0.683,0.350,0.750,0.000,0.500,0.250,0.817,0.367,0.000,0.467
3:0.519,0.000,0.019,0.000,0.537,0.574,0.000,0.648,0.000,0.556,0.667,0.000,0.704,0.000,0.556,0.667,0.463,0.981,0.259,0.815,0.278,0.796,0.407,0.944,0.556
3:0.556,0.000,0.000,0.000,0.333,0.611,0.000,0.500,0.000,0.500,0.667,0.000,0.667,0.000,0.500,0.611,0.000,0.778,0.000,0.611,0.778,0.778,0.889,0.389,0.833
3:0.567,0.000,0.000,0.000,0.350,0.700,0.000,0.567,0.000,0.400,0.700,0.000,0.617,0.000,0.317,0.717,0.050,0.867,0.017,0.467,0.700,0.917,0.817,0.733,0.883
3:0.571,0.000,0.000,0.000,0.286,0.714,0.000,0.679,0.000,0.286,0.714,0.000,0.571,0.000,0.286,0.750,0.036,0.893,0.071,0.357,0.643,1.000,0.857,0.857,0.929
3:0.575,0.000,0.000,0.000,0.225,0.750,0.000,0.675,0.000,0.250,0.750,0.000,0.750,0.000,0.250,0.825,0.125,0.950,0.075,0.450,0.600,1.000,0.625,0.925,0.925
3:0.600,0.000,0.000,0.000,0.133,0.778,0.000,0.556,0.000,0.222,0.711,0.000,0.667,0.000,0.222,0.733,0.000,0.756,0.044,0.244,0.689,0.778,0.911,0.622,0.711
3:0.622,0.000,0.000,0.000,0.400,0.644,0.000,0.489,0.000,0.578,0.667,0.000,0.667,0.000,0.556,0.667,0.022,0.733,0.000,0.622,0.622,0.844,0.867,0.467,0.756
3:0.625,0.000,0.000,0.000,0.400,0.700,0.000,0.600,0.000,0.500,0.750,0.000,0.625,0.000,0.500,0.725,0.300,0.900,0.025,0.700,0.450,0.875,0.525,1.000,0.625
3:0.633,0.000,0.033,0.000,0.283,0.650,0.000,0.583,0.000,0.283,0.700,0.000,0.600,0.000,0.217,0.717,0.017,0.883,0.067,0.367,0.633,0.917,0.817,0.800,0.900
3:0.644,0.000,0.000,0.000,0.333,0.667,0.000,0.600,0.000,0.556,0.667,0.000,0.667,0.000,0.556,0.711,0.089,0.800,0.000,0.600,0.733,0.956,0.800,0.644,0.822
3:0.680,0.000,0.000,0.000,0.400,0.760,0.000,0.680,0.000,0.400,0.800,0.000,0.740,0.000,0.420,0.800,0.020,0.880,0.000,0.540,0.820,0.800,0.960,0.580,0.880
3:0.700,0.000,0.000,0.000,0.200,0.750,0.000,0.675,0.000,0.250,0.750,0.000,0.750,0.000,0.250,0.775,0.425,0.975,0.225,0.475,0.325,0.800,0.450,0.975,0.925
3:0.700,0.000,0.075,0.000,0.250,0.750,0.000,0.625,0.000,0.250,0.750,0.000,0.700,0.000,0.275,0.750,0.275,0.975,0.150,0.550,0.475,0.975,0.525,1.000,0.900
4:0.000,0.000,0.111,0.778,0.222,0.111,0.519,0.870,0.778,0.222,0.889,0.611,0.111,0.556,0.222,0.074,0.000,0.704,0.926,0.870,0.000,0.056,0.500,0.778,0.444
4:0.000,0.000,0.167,0.792,0.000,0.292,0.667,0.750,0.792,0.000,0.667,0.292,0.000,0.667,0.000,0.000,0.042,0.750,0.917,0.500,0.000,0.000,0.250,0.750,0.333
4:0.000,0.000,0.171,0.743,0.400,0.400,0.714,0.800,0.486,0.343,0.657,0.257,0.000,0.286,0.286,0.000,0.000,0.600,0.714,0.714,0.000,0.000,0.400,0.657,0.571
4:0.000,0.000,0.222,0.833,0.222,0.389,0.741,0.704,0.556,0.222,0.574,0.204,0.000,0.444,0.222,0.000,0.056,0.815,0.907,0.870,0.000,0.019,0.333,0.630,0.407
4:0.000,0.000,0.325,0.925,0.000,0.350,0.775,0.750,0.700,0.000,0.825,0.425,0.025,0.500,0.000,0.000,0.050,0.400,0.700,0.375,0.000,0.075,0.600,0.875,0.800
4:0.000,0.000,0.333,0.889,0.048,0.444,0.810,0.984,0.889,0.111,0.952,0.667,0.317,0.635,0.365,0.032,0.095,1.000,1.000,1.000,0.000,0.000,0.286,0.619,0.222
5:0.562,0.750,0.562,0.000,0.219,0.750,0.500,0.688,0.000,0.250,0.625,0.000,0.719,0.000,0.250,0.625,0.000,0.750,0.000,0.406,0.719,0.000,0.781,0.375,0.812
5:0.578,0.600,0.267,0.000,0.600,0.867,0.733,0.467,0.000,0.667,0.556,0.156,0.556,0.000,0.622,0.556,0.133,0.689,0.022,0.756,0.667,0.000,0.822,0.689,0.822
5:0.969,0.969,0.344,0.000,0.625,0.781,0.562,0.500,0.000,0.625,0.625,0.125,0.500,0.000,0.531,0.625,0.062,0.562,0.000,0.594,0.594,0.000,0.812,0.375,0.812
5:1.000,1.000,0.533,0.000,0.556,0.733,0.289,0.556,0.000,0.467,0.667,0.089,0.556,0.000,0.467,0.667,0.000,0.756,0.044,0.689,0.489,0.000,0.578,1.000,0.600
6:0.150,0.875,1.000,1.000,0.700,0.650,0.225,0.650,0.200,0.650,0.675,0.000,0.625,0.000,0.375,0.675,0.000,0.750,0.200,0.650,0.125,0.000,0.550,1.000,0.650
6:0.250,0.883,0.950,0.833,0.283,0.700,0.283,0.600,0.217,0.717,0.633,0.183,0.400,0.000,0.617,0.617,0.067,0.683,0.167,0.700,0.183,0.000,0.567,0.967,0.400
7:0.533,0.000,0.000,0.000,0.000,0.511,0.000,0.000,0.000,0.200,0.556,0.000,0.467,0.956,1.000,0.556,0.511,0.689,0.089,0.000,0.667,0.600,0.000,0.000,0.000
7:0.533,0.000,0.000,0.000,0.000,0.556,0.000,0.022,0.333,0.511,0.556,0.111,0.822,0.733,0.578,0.578,0.756,0.222,0.000,0.000,0.867,0.222,0.000,0.000,0.000
7:0.550,0.000,0.000,0.000,0.000,0.625,0.000,0.000,0.050,0.175,0.625,0.050,0.625,1.000,1.000,0.525,0.775,0.375,0.000,0.000,0.825,0.300,0.000,0.000,0.000
7:0.556,0.000,0.000,0.000,0.000,0.648,0.000,0.037,0.389,0.593,0.667,0.167,0.870,0.704,0.500,0.778,0.815,0.185,0.000,0.000,0.870,0.130,0.000,0.000,0.000
7:0.600,0.000,0.000,0.000,0.000,0.575,0.000,0.000,0.075,0.200,0.550,0.025,0.600,1.000,1.000,0.650,0.675,0.500,0.075,0.000,0.950,0.300,0.000,0.000,0.000
8:0.378,0.711,0.200,0.956,0.533,0.756,0.556,0.867,0.244,0.756,0.556,0.022,0.667,0.000,0.556,0.600,0.000,0.756,0.000,0.578,0.756,0.711,0.778,0.667,0.778
8:0.383,0.817,0.267,0.933,0.817,0.717,0.300,0.933,0.150,0.517,0.567,0.000,0.683,0.000,0.400,0.717,0.250,0.933,0.133,0.583,0.667,0.900,0.333,0.983,0.733
8:0.409,0.803,0.258,0.939,0.621,0.712,0.455,0.924,0.258,0.758,0.576,0.000,0.667,0.000,0.545,0.606,0.045,0.803,0.000,0.576,0.803,0.894,0.697,0.667,0.758
8:0.500,0.900,0.225,0.875,0.750,0.775,0.300,0.950,0.350,0.575,0.650,0.000,0.675,0.000,0.250,0.750,0.200,0.850,0.225,0.325,0.500,1.000,0.400,0.925,0.925
9:0.325,0.925,0.525,0.000,0.250,0.725,0.200,0.675,0.075,0.625,0.625,0.000,0.450,0.125,0.625,0.675,0.050,0.550,0.300,0.650,0.425,1.000,1.000,0.800,0.175
9:0.356,0.956,0.689,0.000,0.089,0.733,0.422,0.778,0.111,0.511,0.622,0.000,0.444,0.222,0.533,0.622,0.000,0.444,0.178,0.622,0.800,0.422,0.733,0.489,0.711
9:0.375,0.975,0.750,0.025,0.075,0.750,0.200,0.575,0.225,0.375,0.625,0.000,0.325,0.350,0.475,0.725,0.025,0.425,0.200,0.725,0.475,1.000,1.000,0.975,0.575
9:0.393,1.000,0.857,0.036,0.036,0.786,0.250,0.643,0.321,0.286,0.607,0.000,0.286,0.429,0.321,0.643,0.000,0.357,0.286,0.536,0.857,0.536,0.750,0.607,0.857
